date,bench_ew
2016-01-13,-0.037704565
2016-01-14,0.034799162
2016-01-15,-0.043154523
2016-01-18,0.01678247
2016-01-19,0.041487444
2016-01-20,-0.009710231
2016-01-21,-0.041412536
2016-01-22,0.018660942
2016-01-25,0.015314377
2016-01-26,-0.07994004
2016-01-27,-0.0089929765
2016-01-28,-0.0468574
2016-01-29,0.039921872
2016-02-01,-0.015870316
2016-02-02,0.037197497
2016-02-03,0.005306098
2016-02-04,0.022471868
2016-02-05,-0.0108023435
2016-02-15,0.00041178762
2016-02-16,0.045086633
2016-02-17,0.016647864
2016-02-18,-0.0018778292
2016-02-19,0.0045462055
2016-02-22,0.02378327
2016-02-23,-0.0054587824
2016-02-24,0.007888415
2016-02-25,-0.0856421
2016-02-26,0.0028733062
2016-02-29,-0.059320945
2016-03-01,0.026613947
2016-03-02,0.05547606
2016-03-03,0.0027915533
2016-03-04,-0.031116746
2016-03-07,0.025723573
2016-03-08,0.005568087
2016-03-09,-0.026060063
2016-03-10,-0.01796784
2016-03-11,-0.0014179852
2016-03-14,0.037706256
2016-03-15,-0.0070591564
2016-03-16,-0.010930129
2016-03-17,0.036224294
2016-03-18,0.037758753
2016-03-21,0.028234117
2016-03-22,-0.0032251107
2016-03-23,0.009579786
2016-03-24,-0.017371044
2016-03-25,0.009257285
2016-03-28,-0.0069563086
2016-03-29,-0.020420568
2016-03-30,0.0392544
2016-03-31,0.0024451253
2016-04-01,-0.0038103997
2016-04-05,0.028819114
2016-04-06,0.0053459466
2016-04-07,-0.01760835
2016-04-08,-0.008956958
2016-04-11,0.023757195
2016-04-12,-0.007889046
2016-04-13,0.015042998
2016-04-14,0.010832642
2016-04-15,-0.00019769637
2016-04-18,-0.016456032
2016-04-19,0.003958831
2016-04-20,-0.050594933
2016-04-21,-0.011402533
2016-04-22,0.008942893
2016-04-25,-0.004804428
2016-04-26,0.013506451
2016-04-27,-0.0040224474
2016-04-28,-0.003658995
2016-04-29,-0.0011473479
2016-05-03,0.03199022
2016-05-04,8.6715954e-05
2016-05-05,0.0070226993
2016-05-06,-0.043493997
2016-05-09,-0.044614762
2016-05-10,-0.0019672005
2016-05-11,-0.006464764
2016-05-12,-0.0025844937
2016-05-13,-0.003015803
2016-05-16,0.02083467
2016-05-17,-0.0013542989
2016-05-18,-0.0329907
2016-05-19,0.007034458
2016-05-20,0.013260625
2016-05-23,0.016909098
2016-05-24,-0.010717638
2016-05-25,-0.002967478
2016-05-26,0.0057896352
2016-05-27,0.000181836
2016-05-30,-0.0056595267
2016-05-31,0.04715653
2016-06-01,0.008603341
2016-06-02,0.011970483
2016-06-03,0.0033557578
2016-06-06,0.0030217809
2016-06-07,0.0032018924
2016-06-08,-0.0026883688
2016-06-13,-0.055586357
2016-06-14,0.0054363017
2016-06-15,0.03861202
2016-06-16,0.0009637934
2016-06-17,0.0074235993
2016-06-20,0.004724365
2016-06-21,-0.013027464
2016-06-22,0.020574296
2016-06-23,-0.0042531076
2016-06-24,-0.009521471
2016-06-27,0.027495442
2016-06-28,0.011787856
2016-06-29,0.0009390588
2016-06-30,0.0006871448
2016-07-01,-0.0037556181
2016-07-04,0.02054965
2016-07-05,0.005010222
2016-07-06,0.0056049596
2016-07-07,0.0014855474
2016-07-08,-0.002521882
2016-07-11,-0.0055534313
2016-07-12,0.010135203
2016-07-13,0.007038235
2016-07-14,0.0015470806
2016-07-15,-0.00508777
2016-07-18,-0.004830222
2016-07-19,0.0057783956
2016-07-20,1.7284035e-05
2016-07-21,0.0011582639
2016-07-22,-0.008635899
2016-07-25,0.0009200108
2016-07-26,0.013094964
2016-07-27,-0.052413013
2016-07-28,-0.0028345457
2016-07-29,-0.009122018
2016-08-01,-0.01715794
2016-08-02,0.010529631
2016-08-03,0.004314663
2016-08-04,0.007517403
2016-08-05,-0.0070126676
2016-08-08,0.012465003
2016-08-09,0.011191234
2016-08-10,-0.003477897
2016-08-11,-0.017158091
2016-08-12,0.010132161
2016-08-15,0.023937412
2016-08-16,0.007407268
2016-08-17,0.0035817323
2016-08-18,-0.00016427052
2016-08-19,0.0020596979
2016-08-22,-0.014185076
2016-08-23,0.0008298304
2016-08-24,0.003713684
2016-08-25,-0.0071638436
2016-08-26,0.004014775
2016-08-29,0.0023235756
2016-08-30,-4.5865258e-05
2016-08-31,0.0011487874
2016-09-01,-0.008275158
2016-09-02,-0.0050558615
2016-09-05,0.0058590895
2016-09-06,0.016741894
2016-09-07,-0.00042113633
2016-09-08,0.004668147
2016-09-09,-0.008033166
2016-09-12,-0.03352185
2016-09-13,0.008870878
2016-09-14,-0.0054169265
2016-09-19,0.0128884325
2016-09-20,6.781003e-06
2016-09-21,0.0018877423
2016-09-22,0.006684589
2016-09-23,-0.0050203144
2016-09-26,-0.024455845
2016-09-27,0.008192653
2016-09-28,-0.0020524438
2016-09-29,0.0035222485
2016-09-30,0.0062367828
2016-10-10,0.022244178
2016-10-11,0.007230392
2016-10-12,7.1910305e-05
2016-10-13,0.002085831
2016-10-14,-0.0015408294
2016-10-17,-0.010600269
2016-10-18,0.017037515
2016-10-19,0.00074154086
2016-10-20,0.0031392428
2016-10-21,-0.0057542827
2016-10-24,0.008128406
2016-10-25,0.0049707433
2016-10-26,-0.0051956256
2016-10-27,0.00045389967
2016-10-28,-0.01180116
2016-10-31,-0.00039673236
2016-11-01,0.013000992
2016-11-02,-0.0059965965
2016-11-03,0.0077902745
2016-11-04,-0.0034543087
2016-11-07,0.00089837104
2016-11-08,0.006221743
2016-11-09,-0.007235703
2016-11-10,0.015210173
2016-11-11,0.005567661
2016-11-14,0.0026838025
2016-11-15,0.004953245
2016-11-16,-0.0004134714
2016-11-17,-0.0044101356
2016-11-18,-0.0031738086
2016-11-21,0.003349925
2016-11-22,0.010165281
2016-11-23,-0.008789375
2016-11-24,-0.0072501977
2016-11-25,-0.0006812308
2016-11-28,-0.0016399368
2016-11-29,-0.014550423
2016-11-30,-0.003698905
2016-12-01,0.0043075983
2016-12-02,-0.020347908
2016-12-05,-0.0071569216
2016-12-06,0.0040304256
2016-12-07,0.013794079
2016-12-08,-0.006134172
2016-12-09,-0.003811797
2016-12-12,-0.056886345
2016-12-13,0.0051786546
2016-12-14,-0.0056659705
2016-12-15,0.012406355
2016-12-16,0.011682157
2016-12-19,-0.00026966908
2016-12-20,-0.0010760522
2016-12-21,0.00916477
2016-12-22,-0.0006485677
2016-12-23,-0.014247877
2016-12-26,0.0052589606
2016-12-27,0.0034706849
2016-12-28,-0.0036397788
2016-12-29,-0.0031887928
2016-12-30,-0.0015964289
2017-01-03,0.0102720065
2017-01-04,0.014317802
2017-01-05,0.0017181046
2017-01-06,-0.008405436
2017-01-09,0.005808161
2017-01-10,-0.0033831908
2017-01-11,-0.012270798
2017-01-12,-0.010051744
2017-01-13,-0.01988957
2017-01-16,-0.044831246
2017-01-17,0.013166243
2017-01-18,-0.0032093707
2017-01-19,-0.0052031567
2017-01-20,0.017459473
2017-01-23,0.010988493
2017-01-24,-0.0039954223
2017-01-25,0.002294299
2017-01-26,0.0066149207
2017-02-03,-0.0026160863
2017-02-06,0.012719028
2017-02-07,0.002559026
2017-02-08,0.008362872
2017-02-09,0.009271832
2017-02-10,-0.002953716
2017-02-13,0.0065726503
2017-02-14,-0.0003583382
2017-02-15,-0.011431778
2017-02-16,0.007844774
2017-02-17,-0.010974348
2017-02-20,0.008409593
2017-02-21,0.010520967
2017-02-22,0.004227049
2017-02-23,-0.00225523
2017-02-24,0.0030431133
2017-02-27,-0.008435892
2017-02-28,0.0045808093
2017-03-01,0.0031779502
2017-03-02,-0.008917127
2017-03-03,0.0022991116
2017-03-06,0.012141224
2017-03-07,0.0019845157
2017-03-08,-0.00444545
2017-03-09,-0.007978305
2017-03-10,-0.00010429781
2017-03-13,0.007097956
2017-03-14,-0.0020732586
2017-03-15,-0.0021773954
2017-03-16,0.011647568
2017-03-17,-0.0077228276
2017-03-20,0.0031446775
2017-03-21,0.00050412334
2017-03-22,-0.0074818893
2017-03-23,6.164705e-05
2017-03-24,0.002170483
2017-03-27,-0.0007401637
2017-03-28,-0.0024918974
2017-03-29,-0.0075452314
2017-03-30,-0.025414705
2017-03-31,0.00085308234
2017-04-05,0.022903183
2017-04-06,0.0037404431
2017-04-07,0.00071381073
2017-04-10,-0.010637957
2017-04-11,0.009467351
2017-04-12,-0.013467018
2017-04-13,0.0038770693
2017-04-14,-0.017189696
2017-04-17,-0.02017874
2017-04-18,-0.010807582
2017-04-19,-0.013069829
2017-04-20,-0.0069331015
2017-04-21,-0.009060388
2017-04-24,-0.037628204
2017-04-25,0.0056686825
2017-04-26,0.006390906
2017-04-27,0.007285581
2017-04-28,0.008509985
2017-05-02,0.0036554402
2017-05-03,-0.0010826947
2017-05-04,-0.0027695848
2017-05-05,-0.015240738
2017-05-08,-0.025810713
2017-05-09,0.0071407547
2017-05-10,-0.021994306
2017-05-11,-0.005514208
2017-05-12,-0.0002210003
2017-05-15,0.004228454
2017-05-16,0.025515124
2017-05-17,0.005975594
2017-05-18,-0.007508186
2017-05-19,-0.0012310038
2017-05-22,-0.022598915
2017-05-23,-0.03627553
2017-05-24,0.0077975024
2017-05-25,0.010032756
2017-05-26,0.00066700124
2017-05-31,-0.0035213858
2017-06-01,-0.031900883
2017-06-02,0.014752521
2017-06-05,0.011699338
2017-06-06,0.0049756444
2017-06-07,0.025976995
2017-06-08,0.00032028867
2017-06-09,0.0013435816
2017-06-12,-0.017168252
2017-06-13,0.016785776
2017-06-14,0.0017528092
2017-06-15,0.013672558
2017-06-16,-0.0016414131
2017-06-19,0.0073281787
2017-06-20,0.0018007605
2017-06-21,0.0009723171
2017-06-22,-0.021260869
2017-06-23,0.0011918556
2017-06-26,0.013358009
2017-06-27,0.0020971436
2017-06-28,-0.007393392
2017-06-29,0.0045449617
2017-06-30,-0.00018388998
2017-07-03,0.009966872
2017-07-04,-0.0017592582
2017-07-05,0.008566131
2017-07-06,0.0022994794
2017-07-07,0.003620776
2017-07-10,-0.004673445
2017-07-11,-0.014344118
2017-07-12,-0.00015199052
2017-07-13,0.00018982642
2017-07-14,-0.005653472
2017-07-17,-0.05977746
2017-07-18,0.012350088
2017-07-19,0.016249098
2017-07-20,0.0061264965
2017-07-21,0.0007913202
2017-07-24,0.006817534
2017-07-25,-0.0018490549
2017-07-26,0.0017675969
2017-07-27,0.014877671
2017-07-28,-0.00013113118
2017-07-31,0.009706862
2017-08-01,0.00036742236
2017-08-02,-0.009631391
2017-08-03,0.004922402
2017-08-04,-0.0052016885
2017-08-07,0.009004608
2017-08-08,0.0040087732
2017-08-09,0.0037401114
2017-08-10,-0.009086584
2017-08-11,-0.018623365
2017-08-14,0.021782942
2017-08-15,0.00420846
2017-08-16,0.004858818
2017-08-17,0.010410466
2017-08-18,-0.004850312
2017-08-21,0.008500299
2017-08-22,-0.0074686343
2017-08-23,-0.00734143
2017-08-24,-0.007906638
2017-08-25,0.011373758
2017-08-28,0.012247303
2017-08-29,-0.0021145057
2017-08-30,0.0051358305
2017-08-31,0.003545125
2017-09-01,0.008679512
2017-09-04,0.0077294027
2017-09-05,-0.00032493784
2017-09-06,0.006129907
2017-09-07,-0.0056201424
2017-09-08,0.0028113392
2017-09-11,0.010308432
2017-09-12,-0.0025776785
2017-09-13,0.004656539
2017-09-14,-0.0012419433
2017-09-15,-0.006699399
2017-09-18,0.008060461
2017-09-19,-0.0053075976
2017-09-20,0.009635878
2017-09-21,-0.012597758
2017-09-22,-0.006076706
2017-09-25,-0.016340077
2017-09-26,0.0029888658
2017-09-27,0.008368812
2017-09-28,-0.00580371
2017-09-29,0.009183048
2017-10-09,0.013030403
2017-10-10,0.007202047
2017-10-11,-0.005313398
2017-10-12,-0.0026617358
2017-10-13,0.004324234
2017-10-16,-0.022595042
2017-10-17,-0.001387385
2017-10-18,-0.011479556
2017-10-19,-0.012049338
2017-10-20,0.013305482
2017-10-23,0.005908818
2017-10-24,-0.006286301
2017-10-25,0.006970422
2017-10-26,0.004552735
2017-10-27,-0.009198493
2017-10-30,-0.030158367
2017-10-31,0.0092972815
2017-11-01,0.00029245627
2017-11-02,-0.01343082
2017-11-03,-0.008633444
2017-11-06,0.012253255
2017-11-07,0.006198069
2017-11-08,0.0036350675
2017-11-09,0.006399821
2017-11-10,0.00091423834
2017-11-13,0.0006054574
2017-11-14,-0.0083159115
2017-11-15,-0.010917407
2017-11-16,-0.002052801
2017-11-17,-0.040440522
2017-11-20,0.0056321165
2017-11-21,0.00048922404
2017-11-22,0.00025550663
2017-11-23,-0.025513826
2017-11-24,0.0017461787
2017-11-27,-0.012885581
2017-11-28,0.017902022
2017-11-29,0.0018466514
2017-11-30,-0.007183108
2017-12-01,0.0103639085
2017-12-04,-0.012864243
2017-12-05,-0.029913224
2017-12-06,0.011893754
2017-12-07,-0.0014109632
2017-12-08,0.011990233
2017-12-11,0.013070661
2017-12-12,-0.011157174
2017-12-13,0.007999971
2017-12-14,0.0013348573
2017-12-15,-0.0033922407
2017-12-18,-0.007798807
2017-12-19,0.0076712696
2017-12-20,-0.011066926
2017-12-21,0.002216863
2017-12-22,-0.0027240796
2017-12-25,-0.015350953
2017-12-26,0.006233089
2017-12-27,-0.0059790057
2017-12-28,0.0026339823
2017-12-29,0.008758751
2018-01-02,0.010576465
2018-01-03,0.011934112
2018-01-04,0.0029982391
2018-01-05,-0.0010241222
2018-01-08,0.00053179346
2018-01-09,-0.00042006894
2018-01-10,-0.006552951
2018-01-11,0.0056191483
2018-01-12,-0.0064172205
2018-01-15,-0.028993813
2018-01-16,0.006305902
2018-01-17,-0.0024343682
2018-01-18,0.0017014655
2018-01-19,-0.0017977239
2018-01-22,0.010405971
2018-01-23,0.0021416305
2018-01-24,0.0074953693
2018-01-25,-0.0023291302
2018-01-26,-0.0015495147
2018-01-29,-0.014535644
2018-01-30,-0.003223252
2018-01-31,-0.027513927
2018-02-01,-0.044014394
2018-02-02,-0.0049208635
2018-02-05,-0.0055820774
2018-02-06,-0.05844803
2018-02-07,0.0048058745
2018-02-08,0.015313191
2018-02-09,-0.034633275
2018-02-12,0.028856996
2018-02-13,0.0024490424
2018-02-14,0.003205579
2018-02-22,0.021012409
2018-02-23,0.004295923
2018-02-26,0.024643483
2018-02-27,0.003412961
2018-02-28,0.0029935322
2018-03-01,0.015207763
2018-03-02,-0.0054216078
2018-03-05,0.0055039516
2018-03-06,0.011774752
2018-03-07,-0.00805042
2018-03-08,0.007829768
2018-03-09,0.017871909
2018-03-12,0.017163798
2018-03-13,-0.0048618144
2018-03-14,-0.011882124
2018-03-15,-0.004097481
2018-03-16,-0.0022806893
2018-03-19,0.0027609966
2018-03-20,0.002161671
2018-03-21,-0.006501061
2018-03-22,3.6237383e-05
2018-03-23,-0.057913333
2018-03-26,0.01637984
2018-03-27,0.027819932
2018-03-28,-0.0067229806
2018-03-29,0.0098648975
2018-03-30,0.016877512
2018-04-02,0.0046971315
2018-04-03,-0.010648565
2018-04-04,-0.007175583
2018-04-09,0.0025164085
2018-04-10,0.0019160424
2018-04-11,0.006570509
2018-04-12,-0.00562475
2018-04-13,-0.0027784028
2018-04-16,-0.004416917
2018-04-17,-0.024540428
2018-04-18,0.013361357
2018-04-19,0.0046439576
2018-04-20,-0.024053283
2018-04-23,-0.009185034
2018-04-24,0.024655016
2018-04-25,0.00556951
2018-04-26,-0.020739347
2018-04-27,0.0015687123
2018-05-02,-0.005818017
2018-05-03,0.011532829
2018-05-04,-0.00174891
2018-05-07,0.020229945
2018-05-08,0.00806136
2018-05-09,0.0005968644
2018-05-10,0.005987244
2018-05-11,-0.012476727
2018-05-14,-0.0071881297
2018-05-15,0.012110963
2018-05-16,-0.0055675427
2018-05-17,-0.0033963902
2018-05-18,0.0052487324
2018-05-21,0.014304015
2018-05-22,0.005094403
2018-05-23,-0.012038487
2018-05-24,-0.001717612
2018-05-25,-0.009943429
2018-05-28,-0.008638346
2018-05-29,-0.00984935
2018-05-30,-0.04075673
2018-05-31,0.01789967
2018-06-01,-0.01143821
2018-06-04,-0.003299757
2018-06-05,0.019049928
2018-06-06,0.0026930533
2018-06-07,-0.009072852
2018-06-08,-0.01090582
2018-06-11,-0.007512877
2018-06-12,0.009006552
2018-06-13,-0.019299908
2018-06-14,-0.004300001
2018-06-15,-0.026369017
2018-06-19,-0.07474408
2018-06-20,0.01309054
2018-06-21,-0.02824543
2018-06-22,0.016861716
2018-06-25,-0.0033683565
2018-06-26,0.011788665
2018-06-27,-0.0063846684
2018-06-28,-0.011782813
2018-06-29,0.032946005
2018-07-02,-0.012424929
2018-07-03,0.01656437
2018-07-04,-0.018958297
2018-07-05,-0.028841132
2018-07-06,0.00510591
2018-07-09,0.022970231
2018-07-10,0.008926987
2018-07-11,-0.025485452
2018-07-12,0.028361078
2018-07-13,0.002951146
2018-07-16,0.0006954423
2018-07-17,0.003501198
2018-07-18,-0.005959929
2018-07-19,-0.01215228
2018-07-20,0.01169835
2018-07-23,0.008065584
2018-07-24,0.017150704
2018-07-25,0.0021112256
2018-07-26,-0.002603143
2018-07-27,-0.007253314
2018-07-30,-0.016622802
2018-07-31,0.00033030895
2018-08-01,-0.016318416
2018-08-02,-0.026384864
2018-08-03,-0.013363505
2018-08-06,-0.020995097
2018-08-07,0.028004482
2018-08-08,-0.015643666
2018-08-09,0.023515217
2018-08-10,0.0068348567
2018-08-13,0.0037796353
2018-08-14,-0.0012034245
2018-08-15,-0.019902749
2018-08-16,-0.010926192
2018-08-17,-0.019291291
2018-08-20,0.006205654
2018-08-21,0.011744199
2018-08-22,-0.012117166
2018-08-23,0.0067137885
2018-08-24,-0.0033034189
2018-08-27,0.021879142
2018-08-28,0.0016125474
2018-08-29,-0.005597709
2018-08-30,-0.017349394
2018-08-31,-0.011022317
2018-09-03,0.0006091414
2018-09-04,0.013506585
2018-09-05,-0.013959433
2018-09-06,-0.0032894628
2018-09-07,0.00281072
2018-09-10,-0.020337302
2018-09-11,0.0029677805
2018-09-12,-0.000121405
2018-09-13,0.00912648
2018-09-14,-0.01335528
2018-09-17,-0.017255459
2018-09-18,0.021255493
2018-09-19,0.013258005
2018-09-20,-0.0010754472
2018-09-21,0.011863021
2018-09-25,-0.0034111664
2018-09-26,0.0052462737
2018-09-27,-0.019341974
2018-09-28,0.009299067
2018-10-08,-0.038482796
2018-10-09,0.002757628
2018-10-10,0.0022432914
2018-10-11,-0.073301576
2018-10-12,-0.005517493
2018-10-15,-0.013303031
2018-10-16,-0.019832365
2018-10-17,0.009133596
2018-10-18,-0.03320592
2018-10-19,0.023015045
2018-10-22,0.050441016
2018-10-23,-0.013166394
2018-10-24,0.0006439013
2018-10-25,-0.006564495
2018-10-26,0.0012640484
2018-10-29,-0.015564268
2018-10-30,0.012162635
2018-10-31,0.015455256
2018-11-01,0.0074843136
2018-11-02,0.029829444
2018-11-05,0.008603914
2018-11-06,-0.002527055
2018-11-07,-0.0024099366
2018-11-08,-0.0020362935
2018-11-09,-0.0022772201
2018-11-12,0.02927725
2018-11-13,0.019424569
2018-11-14,-0.0004391038
2018-11-15,0.018698227
2018-11-16,0.0108206915
2018-11-19,0.004455697
2018-11-20,-0.027177006
2018-11-21,0.007641555
2018-11-22,0.00066300656
2018-11-23,-0.04521361
2018-11-26,-0.001949401
2018-11-27,0.0078069684
2018-11-28,0.011623249
2018-11-29,-0.025939848
2018-11-30,0.007076052
2018-12-03,0.03194391
2018-12-04,0.008915815
2018-12-05,-0.008415631
2018-12-06,-0.01850245
2018-12-07,0.0011954893
2018-12-10,-0.012632897
2018-12-11,0.010041439
2018-12-12,2.7960676e-05
2018-12-13,0.0088817
2018-12-14,-0.026569583
2018-12-17,0.0012423198
2018-12-18,-0.0065198774
2018-12-19,-0.012100189
2018-12-20,0.005672763
2018-12-21,-0.0077206013
2018-12-24,0.008566244
2018-12-25,-0.010866047
2018-12-26,-0.002409258
2018-12-27,-0.016986001
2018-12-28,0.0007587213
2019-01-02,-0.0021555922
2019-01-03,-0.0067888466
2019-01-04,0.02622676
2019-01-07,0.020717457
2019-01-08,-0.0014611704
2019-01-09,0.003125932
2019-01-10,-0.002114463
2019-01-11,0.0073365797
2019-01-14,-0.0070356275
2019-01-15,0.011856419
2019-01-16,-0.003477534
2019-01-17,-0.010238215
2019-01-18,0.0038010697
2019-01-21,0.006169666
2019-01-22,-0.010580446
2019-01-23,0.0011012
2019-01-24,0.0043760277
2019-01-25,-0.010255828
2019-01-28,-0.010008431
2019-01-29,-0.023214338
2019-01-30,-0.018500097
2019-01-31,-0.020959089
2019-02-01,0.03064369
2019-02-11,0.02997205
2019-02-12,0.015769633
2019-02-13,0.01884666
2019-02-14,0.0063659
2019-02-15,-7.622944e-06
2019-02-18,0.03635846
2019-02-19,0.005959016
2019-02-20,0.0021071604
2019-02-21,-0.0017032409
2019-02-22,0.025359359
2019-02-25,0.052366465
2019-02-26,-0.0030313442
2019-02-27,-0.0016519281
2019-02-28,0.0025016482
2019-03-01,0.006499466
2019-03-04,0.020227948
2019-03-05,0.030540643
2019-03-06,0.022131821
2019-03-07,0.017368859
2019-03-08,-0.044801187
2019-03-11,0.0432022
2019-03-12,0.020775173
2019-03-13,-0.020598996
2019-03-14,-0.030361207
2019-03-15,0.014156618
2019-03-18,0.021618651
2019-03-19,0.004707147
2019-03-20,-0.00029902565
2019-03-21,0.012208924
2019-03-22,0.0040945644
2019-03-25,-0.010008186
2019-03-26,-0.02715373
2019-03-27,0.0058553475
2019-03-28,-0.014159895
2019-03-29,0.027423324
2019-04-01,0.036550224
2019-04-02,0.005940299
2019-04-03,0.010657766
2019-04-04,0.0031669803
2019-04-08,-0.004664049
2019-04-09,0.0049446654
2019-04-10,-0.0020371035
2019-04-11,-0.017639788
2019-04-12,-0.0007886997
2019-04-15,-0.008318265
2019-04-16,0.020950016
2019-04-17,0.008492766
2019-04-18,-0.006121649
2019-04-19,0.0075541046
2019-04-22,-0.012663487
2019-04-23,-0.01829642
2019-04-24,0.010515189
2019-04-25,-0.04104369
2019-04-26,-0.01203132
2019-04-29,-0.037833665
2019-04-30,0.010142211
2019-05-06,-0.074845396
2019-05-07,0.013940506
2019-05-08,-0.0016856369
2019-05-09,-0.008858029
2019-05-10,0.035480894
2019-05-13,-0.0061799814
2019-05-14,-0.0066755046
